domain,flow,monitoredPointType,insightId,insightName,description,category,unit,type,format,restName,physicalTarget,expression,translatedExpression
WiFi,wc_sliding_window,associatedDevice,samples_count,Samples Count,Samples Count,KPI,,integer,,samples_count,samples_count,count(distinct({ts})),count(distinct(ts))
WiFi,wc_sliding_window,associatedDevice,period,Period,Period,KPI,sec,bigint,,period,period,max({ts}) - min({ts}),max(ts) - min(ts)
WiFi,wc_sliding_window,associatedDevice,wifi_avg_throughput,Wifi Avg Throughput,Wifi Avg Throughput,KPI,Kbps,double,#.##,wifi_avg_throughput,wifi_avg_throughput,avg({sta_info.dl_throughput + sta_info.ul_throughput}),avg(sta_info.dl_throughput + sta_info.ul_throughput)
WiFi,wc_sliding_window,associatedDevice,wifi_avg_packets,Wifi Avg Packets,Wifi Avg Packets,KPI,,double,#.##,wifi_avg_packets,wifi_avg_packets,avg({sta_info.tx_packets + sta_info.rx_packets}),avg(sta_info.tx_packets + sta_info.rx_packets)
WiFi,wc_sliding_window,associatedDevice,wifi_avg_errorrate,Wifi Avg Errorrate,Wifi Avg Errorrate,KPI,,double,#.##,wifi_avg_errorrate,wifi_avg_errorrate,avg({sta_info.tx_per}),avg(sta_info.tx_per)
WiFi,wc_sliding_window,associatedDevice,wifi_assocdevice_stats_packetssent,Wifi Assocdevice Stats Packetssent,Wifi Assocdevice Stats Packetssent,KPI,,integer,,wifi_assocdevice_stats_packetssent,wifi_assocdevice_stats_packetssent,sum({sta_info.tx_packets}),sum(sta_info.tx_packets)
WiFi,wc_sliding_window,associatedDevice,wifi_assocdevice_stats_packetsreceived,Wifi Assocdevice Stats Packetsreceived,Wifi Assocdevice Stats Packetsreceived,KPI,,integer,,wifi_assocdevice_stats_packetsreceived,wifi_assocdevice_stats_packetsreceived,sum({sta_info.rx_packets}),sum(sta_info.rx_packets)
WiFi,wc_sliding_window,associatedDevice,wifi_assocdevice_assoctime,Wifi Assocdevice Assoctime,Wifi Assocdevice Assoctime,KPI,sec,double,#.##,wifi_assocdevice_assoctime,wifi_assocdevice_assoctime,avg({sta_info.assoc_time}),avg(sta_info.assoc_time)
WiFi,wc_sliding_window,associatedDevice,wifi_ds_data_volume_mb,Wifi Ds Data Volume Mb,Wifi Ds Data Volume Mb,KPI,MB,double,#.##,wifi_ds_data_volume_mb,wifi_ds_data_volume_mb,sum({sta_info.tx_bytes})/(1024 * 1024),sum(sta_info.tx_bytes)/(1024 * 1024)
WiFi,wc_sliding_window,associatedDevice,wifi_us_data_volume_mb,Wifi Us Data Volume Mb,Wifi Us Data Volume Mb,KPI,MB,double,#.##,wifi_us_data_volume_mb,wifi_us_data_volume_mb,sum({sta_info.rx_bytes})/(1024 * 1024),sum(sta_info.rx_bytes)/(1024 * 1024)
WiFi,wc_sliding_window,associatedDevice,wifi_avg_assocdevice_txbitrate_mbps,Wifi Avg Assocdevice Txbitrate Mbps,Wifi Avg Assocdevice Txbitrate Mbps,KPI,Mbps,double,#.##,wifi_avg_assocdevice_txbitrate_mbps,wifi_avg_assocdevice_txbitrate_mbps,avg({sta_info.tx_bitrate}),avg(sta_info.tx_bitrate)
WiFi,wc_sliding_window,associatedDevice,wifi_avg_assocdevice_rxbitrate_mbps,Wifi Avg Assocdevice Rxbitrate Mbps,Wifi Avg Assocdevice Rxbitrate Mbps,KPI,Mbps,double,#.##,wifi_avg_assocdevice_rxbitrate_mbps,wifi_avg_assocdevice_rxbitrate_mbps,avg({sta_info.rx_bitrate}),avg(sta_info.rx_bitrate)
WiFi,wc_sliding_window,associatedDevice,wifi_max_assocdevice_txbitrate_mbps,Wifi Max Assocdevice Txbitrate Mbps,Wifi Max Assocdevice Txbitrate Mbps,KPI,Mbps,integer,,wifi_max_assocdevice_txbitrate_mbps,wifi_max_assocdevice_txbitrate_mbps,max({sta_info.tx_bitrate}),max(sta_info.tx_bitrate)
WiFi,wc_sliding_window,associatedDevice,wifi_max_assocdevice_rxbitrate_mbps,Wifi Max Assocdevice Rxbitrate Mbps,Wifi Max Assocdevice Rxbitrate Mbps,KPI,Mbps,integer,,wifi_max_assocdevice_rxbitrate_mbps,wifi_max_assocdevice_rxbitrate_mbps,max({sta_info.rx_bitrate}),max(sta_info.rx_bitrate)
WiFi,wc_sliding_window,associatedDevice,wifi_min_assocdevice_txbitrate_mbps,Wifi Min Assocdevice Txbitrate Mbps,Wifi Min Assocdevice Txbitrate Mbps,KPI,Mbps,integer,,wifi_min_assocdevice_txbitrate_mbps,wifi_min_assocdevice_txbitrate_mbps,min({sta_info.tx_bitrate}),min(sta_info.tx_bitrate)
WiFi,wc_sliding_window,associatedDevice,wifi_min_assocdevice_rxbitrate_mbps,Wifi Min Assocdevice Rxbitrate Mbps,Wifi Min Assocdevice Rxbitrate Mbps,KPI,Mbps,integer,,wifi_min_assocdevice_rxbitrate_mbps,wifi_min_assocdevice_rxbitrate_mbps,min({sta_info.rx_bitrate}),min(sta_info.rx_bitrate)
WiFi,wc_sliding_window,associatedDevice,wifi_avg_assocdevice_signalstrength_dbm,Wifi Avg Assocdevice Signalstrength Dbm,Wifi Avg Assocdevice Signalstrength Dbm,KPI,dBm,double,#.##,wifi_avg_assocdevice_signalstrength_dbm,wifi_avg_assocdevice_signalstrength_dbm,avg({sta_info.signal}),avg(sta_info.signal)
WiFi,wc_sliding_window,associatedDevice,wifi_connection_signal_score,Wifi Connection Signal Score,Wifi Connection Signal Score,KQI,,double,#.##,wifi_connection_signal_score,wifi_connection_signal_score,"connection_signal_score_udaf(${connection_signal_score.wifi_strength_offset}, {sta_info.signal})","connection_signal_score_udaf($connection_signal_score.wifi_strength_offset, sta_info.signal)"
WiFi,wc_sliding_window,associatedDevice,wifi_connection_coverage_score,Wifi Connection Coverage Score,Wifi Connection Coverage Score,KQI,,double,#.##,wifi_connection_coverage_score,wifi_connection_coverage_score,"coverage_score_assoc_dvc_udaf({sta_info.signal}, {radio_interface.frequency_band}, ${wifi_associated_device_coverage_score.24ghz_coverage_offset}, ${wifi_associated_device_coverage_score.50ghz_coverage_offset}, ${wifi_associated_device_coverage_score.24ghz_max_power}, ${wifi_associated_device_coverage_score.50ghz_max_power})","coverage_score_assoc_dvc_udaf(sta_info.signal, radio_interface.frequency_band, $wifi_associated_device_coverage_score.24ghz_coverage_offset, $wifi_associated_device_coverage_score.50ghz_coverage_offset, $wifi_associated_device_coverage_score.24ghz_max_power, $wifi_associated_device_coverage_score.50ghz_max_power)"
WiFi,wc_sliding_window,associatedDevice,wifi_connection_signal_observation,Wifi Connection Signal Observation,Wifi Connection Signal Observation,Observation,,string,,wifi_connection_signal_observation,wifi_connection_signal_observation,"connection_signal_observation_udaf(${hdfs.url},${udf.thresholds.file},{sta_info.hostname},{sta_info.signal})","connection_signal_observation_udaf($hdfs.url,$udf.thresholds.file,sta_info.hostname,sta_info.signal)"
WiFi,wc_sliding_window,accessPoint,samples_count,Samples Count,Samples Count,KPI,,integer,,samples_count,samples_count,count(distinct({ts})),count(distinct(ts))
WiFi,wc_sliding_window,accessPoint,period,Period,Period,KPI,sec,bigint,,period,period,max({ts}) - min({ts}),max(ts) - min(ts)
WiFi,wc_sliding_window,accessPoint,wifi_device_associations,Wifi Device Associations,Wifi Device Associations,KPI,,integer,,wifi_device_associations,wifi_device_associations,count(distinct({sta_info.mac_address})),count(distinct(sta_info.mac_address))
WiFi,wc_sliding_window,accessPoint,wifi_avg_packets,Wifi Avg Packets,Wifi Avg Packets,KPI,,double,#.##,wifi_avg_packets,wifi_avg_packets,avg({radio_interface.tx_packets} + {radio_interface.rx_packets}),avg(radio_interface.tx_packets + radio_interface.rx_packets)
WiFi,wc_sliding_window,accessPoint,wifi_avg_throughput,Wifi Avg Throughput,Wifi Avg Throughput,KPI,Kbps,double,#.##,wifi_avg_throughput,wifi_avg_throughput,avg({radio_interface.dl_throughput} + {radio_interface.ul_throughput}),avg(radio_interface.dl_throughput + radio_interface.ul_throughput)
WiFi,wc_sliding_window,accessPoint,wifi_avg_packetssent,Wifi Avg Packetssent,Wifi Avg Packetssent,KPI,,double,#.##,wifi_avg_packetssent,wifi_avg_packetssent,avg({radio_interface.tx_packets}),avg(radio_interface.tx_packets)
WiFi,wc_sliding_window,accessPoint,wifi_avg_packetsreceived,Wifi Avg Packetsreceived,Wifi Avg Packetsreceived,KPI,,double,#.##,wifi_avg_packetsreceived,wifi_avg_packetsreceived,avg({radio_interface.rx_packets}),avg(radio_interface.rx_packets)
WiFi,wc_sliding_window,accessPoint,wifi_avg_errorrate,Wifi Avg Errorrate,Wifi Avg Errorrate,KPI,,double,#.##,wifi_avg_errorrate,wifi_avg_errorrate,avg({radio_interface.tx_per} + {radio_interface.rx_per}),avg(radio_interface.tx_per + radio_interface.rx_per)
WiFi,wc_sliding_window,accessPoint,wifi_avg_txpower,Wifi Avg Txpower,Wifi Avg Txpower,KPI,dBm,double,#.##,wifi_avg_txpower,wifi_avg_txpower,avg({radio_interface.tx_power}),avg(radio_interface.tx_power)
WiFi,wc_sliding_window,accessPoint,wifi_min_txpower,Wifi Min Txpower,Wifi Min Txpower,KPI,dBm,integer,,wifi_min_txpower,wifi_min_txpower,min({radio_interface.tx_power}),min(radio_interface.tx_power)
WiFi,wc_sliding_window,accessPoint,wifi_max_txpower,Wifi Max Txpower,Wifi Max Txpower,KPI,dBm,integer,,wifi_max_txpower,wifi_max_txpower,max({radio_interface.tx_power}),max(radio_interface.tx_power)
WiFi,wc_sliding_window,accessPoint,wifi_avg_retransmissionrate,Wifi Avg Retransmissionrate,Wifi Avg Retransmissionrate,KPI,,double,#.##,wifi_avg_retransmissionrate,wifi_avg_retransmissionrate,avg({radio_interface.tx_prr}),avg(radio_interface.tx_prr)
WiFi,wc_sliding_window,accessPoint,wifi_avg_signalstrength_dbm,Wifi Avg Signalstrength Dbm,Wifi Avg Signalstrength Dbm,KPI,dBm,double,#.##,wifi_avg_signalstrength_dbm,wifi_avg_signalstrength_dbm,avg({radio_interface.signal}),avg(radio_interface.signal)
WiFi,wc_sliding_window,accessPoint,wifi_min_signalstrength_dbm,Wifi Min Signalstrength Dbm,Wifi Min Signalstrength Dbm,KPI,dBm,double,#.##,wifi_min_signalstrength_dbm,wifi_min_signalstrength_dbm,min({radio_interface.signal}),min(radio_interface.signal)
WiFi,wc_sliding_window,accessPoint,wifi_max_signalstrength_dbm,Wifi Max Signalstrength Dbm,Wifi Max Signalstrength Dbm,KPI,dBm,double,#.##,wifi_max_signalstrength_dbm,wifi_max_signalstrength_dbm,max({radio_interface.signal}),max(radio_interface.signal)
WiFi,wc_sliding_window,accessPoint,wifi_ds_data_volume_mb,Wifi Ds Data Volume Mb,Wifi Ds Data Volume Mb,KPI,MB,double,#.##,wifi_ds_data_volume_mb,wifi_ds_data_volume_mb,sum({sta_info.tx_bytes})/(1024 * 1024),sum(sta_info.tx_bytes)/(1024 * 1024)
WiFi,wc_sliding_window,accessPoint,wifi_us_data_volume_mb,Wifi Us Data Volume Mb,Wifi Us Data Volume Mb,KPI,MB,double,#.##,wifi_us_data_volume_mb,wifi_us_data_volume_mb,sum({sta_info.rx_bytes})/(1024 * 1024),sum(sta_info.rx_bytes)/(1024 * 1024)
WiFi,wc_sliding_window,accessPoint,wifi_avg_assocdevice_txbitrate_mbps,Wifi Avg Assocdevice Txbitrate Mbps,Wifi Avg Assocdevice Txbitrate Mbps,KPI,Mbps,double,#.##,wifi_avg_assocdevice_txbitrate_mbps,wifi_avg_assocdevice_txbitrate_mbps,avg({sta_info.tx_bitrate}),avg(sta_info.tx_bitrate)
WiFi,wc_sliding_window,accessPoint,wifi_max_assocdevice_txbitrate_mbps,Wifi Max Assocdevice Txbitrate Mbps,Wifi Max Assocdevice Txbitrate Mbps,KPI,Mbps,integer,,wifi_max_assocdevice_txbitrate_mbps,wifi_max_assocdevice_txbitrate_mbps,max({sta_info.tx_bitrate}),max(sta_info.tx_bitrate)
WiFi,wc_sliding_window,accessPoint,wifi_min_assocdevice_txbitrate_mbps,Wifi Min Assocdevice Txbitrate Mbps,Wifi Min Assocdevice Txbitrate Mbps,KPI,Mbps,integer,,wifi_min_assocdevice_txbitrate_mbps,wifi_min_assocdevice_txbitrate_mbps,min({sta_info.tx_bitrate}),min(sta_info.tx_bitrate)
WiFi,wc_sliding_window,accessPoint,wifi_avg_assocdevice_rxbitrate_mbps,Wifi Avg Assocdevice Rxbitrate Mbps,Wifi Avg Assocdevice Rxbitrate Mbps,KPI,Mbps,double,#.##,wifi_avg_assocdevice_rxbitrate_mbps,wifi_avg_assocdevice_rxbitrate_mbps,avg({sta_info.rx_bitrate)},avg(sta_info.rx_bitrate)
WiFi,wc_sliding_window,accessPoint,wifi_max_assocdevice_rxbitrate_mbps,Wifi Max Assocdevice Rxbitrate Mbps,Wifi Max Assocdevice Rxbitrate Mbps,KPI,Mbps,integer,,wifi_max_assocdevice_rxbitrate_mbps,wifi_max_assocdevice_rxbitrate_mbps,max({sta_info.rx_bitrate}),max(sta_info.rx_bitrate)
WiFi,wc_sliding_window,accessPoint,wifi_min_assocdevice_rxbitrate_mbps,Wifi Min Assocdevice Rxbitrate Mbps,Wifi Min Assocdevice Rxbitrate Mbps,KPI,Mbps,integer,,wifi_min_assocdevice_rxbitrate_mbps,wifi_min_assocdevice_rxbitrate_mbps,min({sta_info.rx_bitrate}),min(sta_info.rx_bitrate)
WiFi,wc_sliding_window,accessPoint,wifi_avg_assocdevice_snr_db,Wifi Avg Assocdevice Snr Db,Wifi Avg Assocdevice Snr Db,KPI,dB,double,#.##,wifi_avg_assocdevice_snr_db,wifi_avg_assocdevice_snr_db,avg({radio_interface.signal} / {channel_info.noise}),avg(radio_interface.signal / channel_info.noise)
WiFi,wc_sliding_window,accessPoint,wifi_max_assocdevice_snr_db,Wifi Max Assocdevice Snr Db,Wifi Max Assocdevice Snr Db,KPI,dB,double,#.##,wifi_max_assocdevice_snr_db,wifi_max_assocdevice_snr_db,max({radio_interface.signal} / {channel_info.noise}),max(radio_interface.signal / channel_info.noise)
WiFi,wc_sliding_window,accessPoint,wifi_min_assocdevice_snr_db,Wifi Min Assocdevice Snr Db,Wifi Min Assocdevice Snr Db,KPI,dB,double,#.##,wifi_min_assocdevice_snr_db,wifi_min_assocdevice_snr_db,min({radio_interface.signal} / {channel_info.noise}),min(radio_interface.signal / channel_info.noise)
WiFi,wc_sliding_window,accessPoint,wifi_connection_signal_score,Wifi Connection Signal Score,Wifi Connection Signal Score,KQI,,double,#.##,wifi_connection_signal_score,wifi_connection_signal_score,"connection_signal_score_udaf(${connection_signal_score.wifi_strength_offset}, {radio_interface.signal})","connection_signal_score_udaf($connection_signal_score.wifi_strength_offset, radio_interface.signal)"
WiFi,wc_sliding_window,accessPoint,wifi_signalstrength_observation,Wifi Signalstrength Observation,Wifi Signalstrength Observation,Observation,,string,,wifi_signalstrength_observation,wifi_signalstrength_observation,{TODO},TODO
WiFi,wc_sliding_window,accessPoint,wifi_retransmissionerrorrate_observation,Wifi Retransmissionerrorrate Observation,Wifi Retransmissionerrorrate Observation,Observation,,string,,wifi_retransmissionerrorrate_observation,wifi_retransmissionerrorrate_observation,{TODO},TODO
WiFi,wc_sliding_window,accessPoint,wifi_performance_observation,Wifi Performance Observation,Wifi Performance Observation,Observation,,string,,wifi_performance_observation,wifi_performance_observation,{TODO},TODO
WiFi,wc_sliding_window,accessPoint,wifi_associations_observation,Wifi Associations Observation,Wifi Associations Observation,Observation,,string,,wifi_associations_observation,wifi_associations_observation,{TODO},TODO
WiFi,wc_sliding_window,accessPoint,wifi_connection_quality_observation,Wifi Connection Quality Observation,Wifi Connection Quality Observation,Observation,,string,,wifi_connection_quality_observation,wifi_connection_quality_observation,{TODO},TODO
WiFi,wc_sliding_window,accessPoint,wifi_connection_signal_observation,Wifi Connection Signal Observation,Wifi Connection Signal Observation,Observation,,string,,wifi_connection_signal_observation,wifi_connection_signal_observation,{TODO},TODO
WiFi,wc_sliding_window,accessPoint,wifi_coverage_observation,Wifi Coverage Observation,Wifi Coverage Observation,Observation,,string,,wifi_coverage_observation,wifi_coverage_observation,{TODO},TODO
WiFi,wc_sliding_window,radioInterface,samples_count,Samples Count,Samples Count,KPI,,integer,,samples_count,samples_count,count(distinct({ts})),count(distinct(ts))
WiFi,wc_sliding_window,radioInterface,period,Period,Period,KPI,sec,bigint,,period,period,max({ts}) - min({ts}),max(ts) - min(ts)
WiFi,wc_sliding_window,radioInterface,wifi_packetssent,Wifi Packetssent,Wifi Packetssent,KPI,,integer,,wifi_packetssent,wifi_packetssent,sum({radio_interface.tx_packets}),sum(radio_interface.tx_packets)
WiFi,wc_sliding_window,radioInterface,wifi_packetsreceived,Wifi Packetsreceived,Wifi Packetsreceived,KPI,,integer,,wifi_packetsreceived,wifi_packetsreceived,sum({radio_interface.rx_packets}),sum(radio_interface.rx_packets)
WiFi,wc_sliding_window,radioInterface,wifi_packets,Wifi Packets,Wifi Packets,KPI,,integer,,wifi_packets,wifi_packets,sum({radio_interface.tx_packets} + {radio_interface.rx_packets}),sum(radio_interface.tx_packets + radio_interface.rx_packets)
WiFi,wc_sliding_window,radioInterface,wifi_avg_errorrate,Wifi Avg Errorrate,Wifi Avg Errorrate,KPI,,double,#.##,wifi_avg_errorrate,wifi_avg_errorrate,avg({radio_interface.tx_per} + {radio_interface.rx_per}),avg(radio_interface.tx_per + radio_interface.rx_per)
WiFi,wc_sliding_window,radioInterface,wifi_min_txpower,Wifi Min Txpower,Wifi Min Txpower,KPI,dBm,integer,,wifi_min_txpower,wifi_min_txpower,min({radio_interface.tx_power}),min(radio_interface.tx_power)
WiFi,wc_sliding_window,radioInterface,wifi_max_txpower,Wifi Max Txpower,Wifi Max Txpower,KPI,dBm,integer,,wifi_max_txpower,wifi_max_txpower,max({radio_interface.tx_power}),max(radio_interface.tx_power)
WiFi,wc_sliding_window,radioInterface,wifi_avg_txpower,Wifi Avg Txpower,Wifi Avg Txpower,KPI,dBm,integer,,wifi_avg_txpower,wifi_avg_txpower,avg({radio_interface.tx_power}),avg(radio_interface.tx_power)
WiFi,wc_sliding_window,radioInterface,wifi_avg_retransmissionrate,Wifi Avg Retransmissionrate,Wifi Avg Retransmissionrate,KPI,,double,#.##,wifi_avg_retransmissionrate,wifi_avg_retransmissionrate,avg({radio_interface.tx_prr}),avg(radio_interface.tx_prr)
